Topic,Count,Name,Representation,Representative_Docs,Total
284,47,284_dpps_dpp_determinantal_determinantal point,"['dpps', 'dpp', 'determinantal', 'determinantal point', 'point dpps', 'det bf', 'dpp kernel', 'sample dpp', 'rank dpp', 'mn mbox']","['consider product determinantal point process dpps point process whose probability mass proportional product principal minor multiple matrix natural promising generalization dpps study computational complexity compute normalizing constant among essential probabilistic inference task complexity theoretic result almost rule existence efficient algorithm task unless input matrix force favorable structure particular prove follow compute sum det bf p exactly every fix positive even integer p hard mod p hard give negative answer open question pose kulesza taskar sum det bf det bf b det bf c np hard approximate within factor epsilon n epsilon epsilon input size n order input matrix result strong p hardness case two matrix derive gillenwater exists k k n time algorithm compute sum det bf det bf b k maximum rank bf bf b treewidth graph form nonzero entry bf bf b parameterized algorithm say fix parameter tractable result extend fixed size case present two application fix parameter tractable algorithm give matrix bf treewidth w compute frac n p approximation sum det bf p fractional number p w wp n time find sqrt n approximation unconstrained map inference w w sqrt n n time', 'determinantal point process dpps elegant model encode probability subset shop basket ground set item catalog useful number machine learn task include product recommendation dpps parametrized positive semi definite kernel matrix recent work show use low rank factorization kernel provide remarkable scalability improvement open door train large scale datasets compute online recommendation infeasible standard dpp model use full rank kernel paper present low rank dpp mixture model allow u represent latent structure present observed subset mixture number component low rank dpps component dpp responsible represent portion observe data mixture model allow u effectively address capacity constraint low rank dpp model present efficient scalable markov chain monte carlo mcmc learn algorithm model use gibbs sample stochastic gradient hamiltonian monte carlo sghmc use evaluation several real world product recommendation datasets show low rank dpp mixture model provide substantially well predictive performance possible single low rank full rank dpp significantly well performance several compete recommendation method many case', 'determinantal point process dpps become significant tool recommendation system feature selection summary extraction harness intrinsic ability probabilistic model facilitate sample diversity ability sample dpps paramount empirical investigation model exact sampler variant spectral meta algorithm due hough krishnapur peres vir ag henceforth hkpv general time resource intensive dpps symmetric kernel scalable hkpv sampler propose either first downsample ground set item force kernel low rank use e g nystr om type decomposition present work contribute radically different approach hkpv exploit fact many statistical learn objective effectively accomplish sample certain key observables dpp call linear statistic invoke expression laplace transform observable single determinant hold complete generality combine traditional low rank approximation technique laplace inversion algorithms numerical analysis show directly approximate distribution function linear statistic dpp distribution function use hypothesis test actually sample linear statistic per requirement approach scalable applies general dpps beyond traditional symmetric kernel']",80265
285,47,285_depression_mental health_mental_depression detection,"['depression', 'mental health', 'mental', 'depression detection', 'suicide', 'suicidal', 'mood', 'depression anxiety', 'relapse', 'anxiety']","['mental health condition remain diagnosed even country common access advance medical care ability accurately efficiently predict mood easily collectible data several important implication towards early detection intervention mental health disorder one promising data source help monitor human behavior daily smartphone usage however care must take summarize behavior without identify user personal e g personally identifiable information protect attribute e g race gender paper study behavioral marker daily mood use recent dataset mobile behavior high risk adolescent population use computational model find multimodal model text app usage feature highly predictive daily mood modality alone furthermore evaluate approach reliably obfuscate user identity remain predictive daily mood combine multimodal representation privacy preserve learn able push forward performance privacy frontier compare unimodal approach', 'traditionally regime mental healthcare follow episodic psychotherapy model wherein patient seek care provider prescribe treatment plan develop multiple provider visit recent advance wearable mobile technology generate increased interest digital mental healthcare enable individual address episodic mental health symptom however effort typically reactive symptom focus provide comprehensive wrap around customized treatment capture individual holistic mental health model unfolds time recognize individual unique present notion personalize mental health navigation mhn therapist loop cybernetic goal base system deploy continuous cyclic loop measurement estimation guidance steer individual mental health state towards healthy zone outline major component mhn premise development individual personal mental health state holistically represent high dimensional cover multiple knowledge layer emotion biological pattern sociology behavior cognition demonstrate feasibility personalize mhn approach via month pilot case study holistic stress management college student highlight instance therapist loop intervention use mhn monitoring estimate proactively address moderately severe depression sustain period time believe mhn pave way transform mental healthcare current passive episodic reactive process individual seek help address symptom already manifest continuous navigational paradigm leverage personalize model individual promising deliver timely intervention individual holistic manner', 'mental health condition remain underdiagnosed even country common access advance medical care ability accurately efficiently predict mood easily collectible data several important implication early detection intervention treatment mental health disorder one promising data source help monitor human behavior daily smartphone usage however care must take summarize behavior without identify user personal e g personally identifiable information protect e g race gender attribute paper study behavioral marker daily mood use recent dataset mobile behavior adolescent population high risk suicidal behavior use computational model find language multimodal representation mobile type text span type character word keystroke timing app usage predictive daily mood however find model train predict mood often also capture private user identity intermediate representation tackle problem evaluate approach obfuscate user identity remain predictive combine multimodal representation privacy preserve learn able push forward performance privacy frontier']",80265
286,46,286_fake user_recommender_shill attack_shill,"['fake user', 'recommender', 'shill attack', 'shill', 'recommendation', 'base recommender', 'rating', 'prirec', 'pdp pmf', 'metamf']","['industrial recommender system rely popular collaborative filtering cf technique provide personalized recommendation user however nature cf adversarial idea user privacy user need share preference others order group like mind people receive accurate recommendation previous privacy preserve approach successful inasmuch conceal user preference information extent centralize recommender system also nevertheless incur significant trade offs term privacy scalability accuracy also vulnerable privacy breach malicious actor light observation propose novel selective privacy preserve sp paradigm allow user custom define scope extent individual privacy mark personal rating either public share private never share store user device sp framework work two step first build initial recommendation model base sum public rating share user ii public model fine tune user device base user private rating thus eventually learn accurate model furthermore work introduce three different algorithm implement end end sp framework scale effectively thousand hundred million item user survey show overwhelm fraction user likely rate much item improve overall recommendation control rating publicly share others', 'recommender system important component many web service help user locate item match interest several study show recommender system vulnerable poison attack attacker injects fake data give system system make recommendation attacker desire however poisoning attack either agnostic recommendation algorithm optimized recommender system graph base like association rule base matrix factorization base recommender system graph base recommender system also deploy practice e g ebay huawei app store however design optimized poisoning attack graph base recommender system still open problem work perform systematic study poison attack graph base recommender system due limited resource avoid detection assume number fake user inject system bound key challenge assign rating score fake user target item recommend many normal user possible address challenge formulate poisoning attack optimization problem solve determines rating score fake user also propose technique solve optimization problem evaluate attack compare exist attack white box recommendation algorithm parameter know gray box recommendation algorithm know parameter unknown black box recommendation algorithm unknown setting use two real world datasets result show attack effective outperforms exist attack graph base recommender system instance fake user inject attack make target item recommend time normal user certain scenario', 'federated recommender system distinct advantage term privacy protection traditional recommender system centralize data center however previous work federate recommender system fully consider limitation storage ram energy communication bandwidth mobile environment scale model propose large easily run mobile device exist federated recommender system need fine tune recommendation model device make hard effectively exploit collaborative filtering information among user device goal paper design novel federate learn framework rating prediction rp mobile environment introduce federate matrix factorization mf framework name meta matrix factorization metamf give user first obtain collaborative vector collect useful information collaborative memory module employ meta recommender module generate private item embeddings rp model base collaborative vector server address challenge generate large number high dimensional item embeddings devise rise dimensional generation strategy first generate low dimensional item embed matrix rise dimensional matrix multiply obtain high dimensional embeddings use generate model produce private rps give user device metamf show high capacity even small rp model adapt limitation mobile environment conduct extensive experiment four benchmark datasets compare metamf exist mf method find metamf achieve competitive performance moreover find metamf achieves higher rp performance exist federate method well exploit collaborative filtering among user device']",80265
287,46,287_person identification_person_reid_id,"['person identification', 'person', 'reid', 'id', 'identification id', 'person id', 'person search', 'base person', 'safr', 'cuhk']","['although great progress supervise person identification id make recently due viewpoint variation person id remain massive visual challenge exist viewpoint base person id method project image viewpoint separate unrelated sub feature space model identity level distribution inside individual viewpoint ignore underlie relationship different viewpoint address problem propose novel approach call textit viewpoint aware loss angular regularization textbf va reid instead one subspace viewpoint method project feature different viewpoint unify hypersphere effectively model feature distribution identity level viewpoint level addition rather model different viewpoint hard label use conventional viewpoint classification introduce viewpoint aware adaptive label smooth regularization valsr assigns adaptive soft label feature representation valsr effectively solve ambiguity viewpoint cluster label assignment extensive experiment market dukemtmc reid datasets demonstrate method outperforms state art supervise id method', 'person identification id aim match image person across disjoint camera view challenge problem multimedia analysis multimedia edit content base medium retrieval community major challenge lie preserve similarity person across video footage large appearance variation discriminate different individual address problem conventional method usually consider pairwise similarity person measure point point p p distance paper propose use deep learning technique model novel set set distance underline objective focus preserve compactness intra class sample camera view maximize margin intra class set inter class set distance metric consist three term namely class identity term relative distance term regularization term class identity term keep intra class sample within camera view gather together relative distance term maximize distance intra class class set inter class set across different camera view regularization term smoothness parameter deep convolutional neural network cnn result final learn deep model effectively find matched target probe object among various candidate video gallery learn discriminative stable feature representation use cuhk cuhk prid market benchmark datasets extensively conduct comparative evaluation demonstrate advantage method state art approach', 'person identification id aim retrieve input person image set image capture multiple camera although recent id method make great success extract feature term attribute clothe e g color texture however common people wear black clothes capture surveillance system low light illumination case attribute clothe severely miss call problem black id problem solve problem rather rely clothe information propose exploit head shoulder feature assist person id head shoulder adaptive attention network haa propose learn head shoulder feature innovative ensemble method design enhance generalization model give input person image ensemble method would focus head shoulder feature assign large weight individual inside image black clothing due lack suitable benchmark dataset study black id problem also contribute first black reid dataset contain identity train set extensive evaluation black reid market dukemtmc reid datasets show model achieves best result compare state art id method black conventional id problem furthermore method also prove effective deal person id similar clothing code dataset avaliable http github com xbq']",80265
288,46,288_backdoor_poison_attack federate_backdoor attack,"['backdoor', 'poison', 'attack federate', 'backdoor attack', 'poison attack', 'federate', 'federate learn', 'client', 'malicious client', 'robust aggregation']","['federate learn emerge decentralize machine learn paradigm allow large number client train joint model without need share private data participant instead share ephemeral update necessary train model ensure confidentiality client update federate learn system employ secure aggregation client encrypt gradient update aggregate model reveal server achieve level data protection however present new challenge robustness federate learn e ability tolerate failure attack unfortunately set malicious client easily exert influence model behavior without detect federate learn deploy practice range sensitive application robustness grow importance paper take step towards understand improve robustness secure federate learning start paper systematic study evaluate analyzes exist attack vector discuss potential defense assess effectiveness present rofl secure federate learn system improve robustness malicious client input check encrypt model update rofl extends federate learning secure aggregation protocol allow express variety property constraint model update use zero knowledge proof enable rofl scale typical federate learning setting introduce several ml cryptographic optimization specific federate learning implement evaluate prototype rofl show realistic ml model train reasonable time improve robustness', 'federate learn fl popular distribute learn framework train global model iterative communication central server edge device recent work demonstrate fl vulnerable model poison attack several server base defense approach e g robust aggregation propose mitigate attack however empirically show extremely strong attack defensive method fail guarantee robustness fl importantly observe long global model pollute impact attack global model remain subsequent round even subsequent attack work propose client base defense name white blood cell federate learn fl wbc mitigate model poison attack already pollute global model key idea fl wbc identify parameter space long lasting attack effect parameter reside perturb space local training furthermore derive certified robustness guarantee model poison attack convergence guarantee fedavg apply fl wbc conduct experiment fasionmnist cifar evaluate defense state art model poison attack result demonstrate method effectively mitigate model poison attack impact global model within communication round nearly accuracy drop iid non iid setting defense also complementary exist server base robust aggregation approach improve robustness fl extremely strong attack', 'federate learn fl promise privacy preserve distribute machine learn methodology allow multiple client e worker collaboratively train statistical model without disclose private training data due characteristic data remain localize uninspected device training process may exist byzantine worker launch data poison model poison attack would seriously deteriorate model performance prevent model convergence exist byzantine robust fl scheme either ineffective several advance poison attack need centralize public validation dataset intractable fl moreover best knowledge none exist byzantine robust distribute learn method could well exert power non independent identically distribute non iid data among client address issue propose fedcom novel byzantine robust federate learn framework incorporate idea commitment cryptography could achieve data poison model poison tolerant fl practical non iid data partition specifically fedcom client first required make commitment local training data distribution identify poison datasets compare wasserstein distance among commitment submit different client furthermore distinguish abnormal local model update benign one test local model behavior correspond data commitment conduct extensive performance evaluation fedcom result demonstrate effectiveness superior performance compare state art byzantine robust scheme defend typical data poison model poison attack practical non iid data distribution']",80265
289,46,289_softmax_softmax loss_cross entropy_inter class,"['softmax', 'softmax loss', 'cross entropy', 'inter class', 'intra class', 'class compactness', 'log softmax', 'entropy loss', 'taylor softmax', 'compactness inter']","['intra class compactness inter class separability crucial indicator measure effectiveness model produce discriminative feature intra class compactness indicate close feature label inter class separability indicate far away feature different label work investigate intra class compactness inter class separability feature learn convolutional network propose gaussian base softmax mathcal g softmax function effectively improve intra class compactness inter class separability propose function simple implement easily replace softmax function evaluate propose mathcal g softmax function classification datasets e cifar cifar tiny imagenet multi label classification datasets e ms coco nu wide experimental result show proposed mathcal g softmax function improve state art model across evaluate datasets addition analysis intra class compactness inter class separability demonstrate advantage propose function softmax function consistent performance improvement importantly observe high intra class compactness inter class separability linearly correlate average precision m coco nu wide implies improvement intra class compactness inter class separability would lead improvement average precision', 'loss function play key role training superior deep neural network convolutional neural network cnns popular cross entropy loss together softmax explicitly guarantee minimization intra class variance maximization inter class variance early study theoretical analysis experiment explicitly indicate choose number unit fully connect layer help cnns learn feature fast discriminative two contribution paper first determine minimum number unit fc layer rigorous theoretical analysis extensive experiment reduces cnns parameter memory training time second propose negative focus weight bias softmax w softmax loss help cnns learn discriminative feature propose w softmax loss theoretically formulate intraclass compactness inter class separability also avoid overfitting enlarge decision margin moreover size decision margin flexibly control adjust hyperparameter alpha extensive experimental result several benchmark datasets show superiority w softmax image classification task', 'multi class classification problem standard model output neural network categorical distribution condition input output must therefore positive sum one traditionally enforce softmax probabilistic mapping allows use maximum likelihood principle lead well know log softmax loss however choice softmax function seem somehow arbitrary many possible normalizing function thus unclear log softmax loss would perform good loss alternative particular vincent et al recently introduce class loss function call spherical family exist efficient algorithm compute update output weight irrespective output size paper explore several loss function family possible alternative traditional log softmax particular focus investigation spherical bound log softmax loss two spherical log likelihood loss namely log spherical softmax suggest vincent et al log taylor softmax introduce although alternative yield good result log softmax loss two language model task surprisingly outperform experiment mnist cifar suggest might relevant broad range application']",80265
290,46,290_trojan_channel attack_hardware trojan_bit flip,"['trojan', 'channel attack', 'hardware trojan', 'bit flip', 'bfa', 'logic lock', 'lock scheme', 'flip', 'pufs', 'ht detection']","['timely detection hardware trojans hts become major challenge secure integrate circuit present run time methodology ht detection employ multi parameter statistical traffic model communication channel give system chip soc name simcom main idea model communication use multiple side channel information like hurst exponent standard deviation injection distribution hop distribution jointly accurately identify ht base online anomaly affect communication without affect protocol control signal design time methodology employ property specification language define embed assertion rtl specify correct communication behavior give soc run time monitor anomaly communication behavior check execution pattern assertion illustration evaluate simcom three socs e soc four single core mc uart module soc four single core mc aes ethernet memctrl basicrsa r module soc four single core leon connect aes ethernet memctrl basicrsa r modules microcontrollers experimental result show combined analysis multiple statistical parameter simcom able detect benchmark trojan available trust hub less area power overhead', 'security machine learn increasingly become major concern due ubiquitous deployment deep learn many security sensitive domain many prior study show external attack adversarial example tamper integrity dnns use maliciously craft input however security implication internal threat e hardware vulnerability dnn model yet well understood paper demonstrate first hardware base attack quantized deep neural network deephammer deterministically induces bit flips model weight compromise dnn inference exploit rowhammer vulnerability deephammer performs aggressive bit search dnn model identify vulnerable weight bit flippable system constraint trigger deterministic bit flip across multiple page within reasonable amount time develop novel system level technique enable fast deployment victim page memory efficient rowhammering precise flipping target bit deephammer deliberately degrade inference accuracy victim dnn system level good random guess thus completely deplete intelligence target dnn system systematically demonstrate attack real system dnn architectures different datasets different application domains evaluation show deephammer able successfully tamper dnn inference behavior run time within minute discuss several mitigation technique algorithm system level protect dnns attack work highlight need incorporate security mechanism future deep learning system enhance robustness dnn hardware base deterministic fault injection', 'traditional learning base approach run time hardware trojan detection require complex expensive chip data acquisition framework thus incur high area power overhead address challenge propose leverage power correlation execute instruction microprocessor establish machine learn base run time hardware trojan ht detection framework call macler reduce overhead data acquisition propose single power port current acquisition block use current sensor time division multiplexing increase accuracy incur reduce area overhead implement practical solution analyze multiple ht benchmark insert rtl system chip soc consist four leon processor integrate ip like vga lcd rsa aes ethernet memory controller experimental result show compare state art ht detection technique macler achieves well ht detection accuracy e incur x reduction area power overhead e area soc power soc addition also analyze impact process variation age extracted power profile ht detection accuracy macler analysis show variation fine grain power profile due hts significantly high compare variation fine grain power profile cause process variation pv age effect moreover analysis demonstrate average ht detection accuracy drop macler less consider pv pv bad case age respectively x less case state art ml base ht detection technique']",80265
291,45,291_pseudo linear_conditional probability_binary classification_linear measure,"['pseudo linear', 'conditional probability', 'binary classification', 'linear measure', 'mpmf', 'optimistic score', 'cost sensitive', 'complex measure', 'abstention', 'non decomposable']","['practical application machine learn often desirable identify abstain example model prediction likely incorrect much prior work topic focus distribution detection performance metric top k accuracy comparatively little attention give metric area curve cohen kappa extremely relevant imbalanced datasets abstention strategy aim top k accuracy produce poor result metric apply imbalanced datasets even examples distribution propose framework address gap framework leverage insight calibrate probability estimate use proxy true class label thereby allow u estimate change arbitrary metric example abstain use framework derive computationally efficient metric specific abstention algorithm optimize sensitivity target specificity level area roc weight cohen kappa method relies calibrate probability estimate show leverage recent work domain adaptation label shift generalize test set distribution may different class imbalance compare training set distribution various experiment involve medical image natural language processing computer vision genomics demonstrate effectiveness approach source code available http github com blindauth abstention colab notebook reproduce result available https github com blindauth abstention experiment', 'propose novel neyman pearson np classifier online nonlinear first time literature propose classifier operate binary label data stream online manner maximize detection power user specify controllable false positive rate np classifier single hidden layer feedforward neural network slfn initialize random fourier feature rffs construct kernel space radial basis function hide layer sinusoidal activation use rffs provide excellent initialization great nonlinear modeling capability also exponentially reduce parameter complexity compactifies network mitigate overfitting improve process efficiency substantially sequentially learn slfn stochastic gradient descent update base lagrangian np objective result obtain expedited online adaptation powerful nonlinear neyman pearson model algorithm appropriate large scale data application provide decent false positive rate controllability real time processing since n computational space complexity n number data instance extensive set experiment several real datasets algorithm highly superior compete state art technique either outperform term np classification objective comparable computational well space complexity achieve comparable performance significantly low complexity', 'present framework analysis consistent binary classification complex non decomposable performance metric f measure jaccard measure propose framework general applies batch online learning linear non linear model work follow recent result show bayes optimal classifier many complex metric give thresholding conditional probability positive class manuscript extend thresholding characterization show utility strictly locally quasi concave respect threshold wide range model performance metric turn motivates simple normalized gradient ascent update threshold estimation present finite sample regret analysis result procedure particular risk batch case converge bayes risk rate underlying conditional probability estimation risk propose online algorithm converges rate depend conditional probability estimation risk instance special case conditional probability model logistic regression procedure achieve frac sqrt n sample complexity batch online train empirical evaluation show propose algorithms perform alternative practice comparable good prediction performance reduce run time various metric datasets']",80265
292,45,292_radar_automotive radar_radar sensor_automotive,"['radar', 'automotive radar', 'radar sensor', 'automotive', 'radar signal', 'interference mitigation', 'radar perception', 'ladar', 'deep radar', 'radar base']","['discrete return dr laser detection range ladar system provide series echo reflect object scene first last multi echo return contrast full waveform fw ladar system measure intensity light reflect object continuously period time camouflage scenario e g object hide behind dense foliage fw ladar penetrate foliage return sequence echo include bury faint echo aim paper learn local pattern co occur echo characterise measure spectra deviation pattern define abnormal event forest tree depth profile far author know neither dr fw ladar along several spectral measurement apply anomaly detection work present algorithm allows detection spectral temporal anomaly fw multi spectral ladar fw msl data sample anomaly define full waveform temporal spectral signature conform prior expectation represent use learnt subspace dictionary set coefficient capture co occur local pattern use overlap temporal window modify optimization scheme propose subspace learn base stochastic approximation objective function augment discriminative term represent subspace separability property support anomaly characterisation algorithm detect several man make object anomalous spectra hidden dense clutter vegetation also allow tree specie classification', 'radar sensor gradually become wide spread equipment road vehicle play crucial role autonomous drive road safety broad adoption radar sensor increase chance interference among sensor different vehicle generate corrupted range profile range doppler map order extract distance velocity multiple target range doppler map interference affect range profile need mitigate paper propose fully convolutional neural network automotive radar interference mitigation order train network real world scenario introduce new data set realistic automotive radar signal multiple target multiple interferers knowledge first apply weight prune automotive radar domain obtain superior result compare widely use dropout previous work successfully estimate magnitude automotive radar signal propose deep learning model accurately estimate phase instance novel approach reduces phase estimation error respect commonly adopt zero technique half degree degree consider lack database automotive radar interference mitigation release open source large scale data set closely replicates real world automotive scenario multiple interference case allow others objectively compare future work domain data set available download http github com ristea arim v', 'radar show great potential autonomous drive accomplish long range sense diverse weather condition radar also particularly challenge sense modality due radar noise recent work make enormous progress classify free occupied space radar image leverage lidar label supervision however still several unsolved issue firstly sense distance result limit sense range lidar secondly performance result degenerate lidar due physical sense discrepancy two sensor example object visible lidar invisible radar object occlude lidar scan visible radar image radar penetrate capability sense difference cause false positive penetrating capability degeneration respectively paper propose training data preprocessing polar slide window inference solve issue data preprocessing aim reduce effect cause radar invisible measurement lidar scan polar slide window inference aim solve limited sensing range issue apply near range train network long range region instead use common cartesian representation propose use polar representation reduce shape dissimilarity long range near range data find extend near range train network long range region inference polar space time well iou cartesian space besides polar slide window inference preserve radar penetrate capability change viewpoint inference region make occlude measurement seem non occlude pretrained network']",80265
293,45,293_replay_experience replay_experience_er,"['replay', 'experience replay', 'experience', 'er', 'replay memory', 'lider', 'plr', 'replay buffer', 'prioritized', 'buffer']","['deep reinforcement learn rl agent may successfully generalize new setting train appropriately diverse set environment task configuration unsupervised environment design ued promise self supervise rl paradigm wherein free parameter underspecified environment automatically adapt training agent capability lead emergence diverse training environment cast prioritized level replay plr empirically successful theoretically unmotivated method selectively sample randomly generate training level ued argue curating completely random level plr generate novel complex level effective training insight reveals natural class ued method call dual curriculum design dcd crucially dcd include plr popular ued algorithm pair special case inherits similar theoretical guarantee connection allow u develop novel theory plr provide version robustness guarantee nash equilibrium furthermore theory suggests highly counterintuitive improvement plr stop agent updating policy uncurated level train less data improve convergence nash equilibrium indeed experiment confirm new method plr perp obtain good result suite distribution zero shot transfer task addition demonstrate plr perp improve performance pair inherited theoretical framework', 'experience replay mechanism allow agent use experience multiple time prior work sample probability transition adjust accord importance reassign sample probability every transition replay buffer iteration highly inefficient therefore experience replay prioritization algorithm recalculate significance transition correspond transition sample gain computational efficiency however importance level transition change dynamically policy value function agent updated addition experience replay store transition generate previous policy agent may significantly deviate recent policy agent high deviation recent policy agent lead policy update detrimental agent paper develop novel algorithm batch prioritize experience replay via kl divergence klper prioritize batch transition rather directly prioritize transition moreover reduce policyness update algorithm select one batch among certain number batch force agent learn batch likely generate recent policy agent combine algorithm deep deterministic policy gradient twin delay deep deterministic policy gradient evaluate various continuous control task klper provide promising improvement deep deterministic continuous control algorithm term sample efficiency final performance stability policy training', 'experience replay er improve data efficiency policy reinforcement learn rl algorithm allow agent store reuse past experience replay buffer many technique propose enhance er bias experience sample buffer thus far consider strategy refresh experience inside buffer work introduce lucid dream experience replay lider conceptually new framework allow replay experience refresh leverage agent current policy lider consist three step first lider move agent back past state second state lider let agent execute sequence action follow current policy agent dream past try different behavior encounter new experience dream third lider store reuse new experience turn well agent previously experience e refresh memory lider design easily incorporate policy multi worker rl algorithm use er present work case study apply lider actor critic base algorithm result show lider consistently improve performance baseline six atari game open source implementation lider data use generate plot work available github com duyunshu lucid dream exp replay']",80265
294,45,294_fw_wolfe_frank wolfe_frank,"['fw', 'wolfe', 'frank wolfe', 'frank', 'conditional gradient', 'wolfe fw', 'projection free', 'away step', 'linear minimization', 'extrafw']","['paper consider non convex optimization problem textit unknown yet safety critical constraint problem naturally arise variety domain include robotics manufacture medical procedure infeasible know identify constraint therefore parameter space explore conservative way ensure none constraint violate optimization process start safe initialization point end develop algorithm call reliable frank wolfe reliable fw give general non convex function unknown polytope constraint reliable fw simultaneously learn landscape objective function boundary safety polytope precisely assume reliable fw access stochastic gradient oracle objective function noisy feasibility oracle safety polytope find epsilon approximate first order stationary point optimal mathcal epsilon gradient oracle complexity resp tilde mathcal epsilon also optimal stochastic gradient set ensure safety iterates rather surprisingly reliable fw make tilde mathcal epsilon log delta query noisy feasibility oracle resp tilde mathcal epsilon log delta stochastic gradient set dimension delta reliability parameter tighten exist bound even safe minimization convex function specialize result case objective function convex crucial component analysis introduce apply technique call geometric shrinkage context safe optimization', 'owe low complexity iteration frank wolfe fw solver well suit various large scale learn task block separable constraint present randomized block fw rb fw show reduce complexity update fraction coordinate block per iteration circumvent limitation exist method present work develop step size rb fw enable flexible selection number block update per iteration ensure convergence feasibility iterate end convergence rate rb fw establish computational bound primal sub optimality measure duality gap novel bound extend exist convergence analysis applies step size sequence generally lead feasible iterates furthermore two class step size sequence guarantee feasibility iterates also propose enhance flexibility choose decay rate novel convergence result markedly broaden encompass also nonconvex objective assert rb fw exact line search reach stationary point rate mathcal sqrt performance rb fw different step size number block demonstrate two application namely charge electrical vehicle structural support vector machine extensive simulated test demonstrate performance improvement rb fw relative exist randomize single block fw method', 'descent direction movement towards frank wolfe vertex away step face away step pairwise direction important design consideration conditional gradient descent cgd variant work attempt demystify impact movement direction towards attain constrained minimizers best local direction descent directional derivative projection gradient refer textit shadow gradient show continuous time dynamic move shadow equivalent pgd however non trivial discretize project gradient pgd one ensure feasibility also able wrap around convex region show frank wolfe fw vertex fact recover maximal wrap one obtain projecting gradient thus provide new perspective step also claim shadow step give best direction descent emanate convex hull possible away step view pgd movement term shadow step give linear convergence dependent number face combine insight novel small hadow cg method use fw step e wrap around polytope shadow step e optimal local descent direction enjoy linear convergence analysis develop property curve form projecting line polytope may independent interest provide unifying view various descent direction cgd literature']",80265
295,45,295_eigan_pate_private synthetic_private,"['eigan', 'pate', 'private synthetic', 'private', 'differentially private', 'anonymization', 'differentially', 'privacy', 'datalens', 'ppan']","['preserve utility publish datasets simultaneously provide provable privacy guarantee well know challenge one hand context free privacy solution differential privacy provide strong privacy guarantee often lead significant reduction utility hand context aware privacy solution information theoretic privacy achieve improve privacy utility tradeoff assume data holder access dataset statistic circumvent limitation introduce novel context aware privacy framework call generative adversarial privacy gap gap leverage recent advancement generative adversarial network gans allow data holder learn privatization scheme dataset gap learn privacy mechanism formulate constrain minimax game two player privatizer sanitizes dataset way limit risk inference attack individual private variable adversary try infer private variable sanitize dataset evaluate gap performance investigate two simple yet canonical statistical dataset model binary data model b binary gaussian mixture model model derive game theoretically optimal minimax privacy mechanisms show privacy mechanism learn data generative adversarial fashion match theoretically optimal one demonstrate framework easily apply practice even absence dataset statistic', 'recent success deep neural network dnns hinge availability large scale dataset however train dataset often pose privacy risk sensitive training information paper aim explore power generative model gradient sparsity propose scalable privacy preserve generative model datalens compare standard pate privacy preserve framework allow teacher vote one dimensional prediction vote high dimensional gradient vector challenge term privacy preservation dimension reduction technique require need navigate delicate tradeoff space improvement privacy preservation slowdown sgd convergence tackle take advantage communication efficient learn propose novel noise compression aggregation approach topagg combine top k compression dimension reduction correspond noise injection mechanism theoretically prove datalens framework guarantee differential privacy generate data provide analysis convergence demonstrate practical usage datalens conduct extensive experiment diverse datasets include mnist fashion mnist high dimensional celeba show datalens significantly outperforms baseline dp generative model addition adapt propose topagg approach one key building block datalens dp sgd training show able achieve high utility state art dp sgd approach case code publicly available http github com ai secure datalens', 'differentially private synthetic data generation offer recent solution release analytically useful data preserve privacy individual data order utilize algorithms public policy decision policymakers need accurate understanding algorithms comparative performance correspondingly data practitioner require standard metric evaluate analytic quality synthetic data paper present depth evaluation several differentially private synthetic data algorithm use actual differentially private synthetic data set create contestant national institute standard technology public safety communication research nist pscr division differential privacy synthetic data challenge offer analyse algorithm base accuracy data create usability potential data provider frame method use nist pscr data challenge within broad differentially private synthetic data literature implement additional utility metric include two differentially private synthetic data compare mechanism utility three category comparative assessment differentially private data synthesis method quality metric show relative usefulness general strength weaknesses offer preferred choice algorithms metric finally describe implication evaluation policymakers seek implement differentially private synthetic data algorithms future data product']",80265
