Topic,Count,Name,Representation,Representative_Docs,Total
21,50,21_protein_sequence_gene_hidden markov,"['protein', 'sequence', 'gene', 'hidden markov', 'alignment', 'dna', 'hidden', 'hmm', 'transcript', 'hmms']","['computational challenge validate candidate disease gene identify high throughput genomic study elucidate association set candidate gene disease phenotype conventional gene set enrichment analysis often fail reveal association disease phenotypes gene set short list poorly annotate gene exist annotation disease causative gene incomplete propose network base computational approach call rcnet discover association gene set disease phenotype assume coherent association gene rank relevance query gene set disease phenotype rank relevance hidden target disease phenotypes query gene set formulate learning framework maximize rank coherence respect know disease phenotype gene association efficient algorithm couple ridge regression label propagation two variant introduce find optimal solution framework evaluate rcnet algorithm exist baseline method leave one cross validation task predict recently discover disease gene association omim experiment demonstrate rcnet algorithm achieve best overall ranking compare baseline validate reproducibility performance apply algorithms identify target diseases novel candidate disease gene obtain recent study gwas dna copy number variation analysis gene expression profile algorithm rank target disease candidate gene top rank list many case across three case study rcnet algorithms available webtool disease gene set association analysis http compbio c umn edu dgsa rcnet', 'high throughput mrna sequence rna seq widely use transcript quantification gene isoforms since rna seq data alone often sufficient accurately identify read origin isoforms quantification propose explore protein domain domain interaction prior knowledge integrative analysis rna seq data introduce network base method rna seq base transcript quantification net rstq integrate protein domain domain interaction network short read alignment transcript abundance estimation base observation abundance neighbor isoforms domain domain interaction network positively correlate net rstq model expression neighbor transcript dirichlet prior likelihood observe read alignment transcripts one gene transcript abundance gene jointly estimate alternate optimization multiple em problem simulation net rstq effectively improve isoform transcript quantification isoform co expression correlate interaction qrt pcr result multi isoform gene stem cell line ovarian cancer cell line breast cancer cell line also show net rstq estimate consistent isoform proportion rna seq data experiment rna seq data cancer genome atlas tcga transcript abundance estimate net rstq informative patient sample classification ovarian cancer breast cancer lung cancer experimental result collectively support net rstq promise approach isoform quantification', 'multiple sequence alignment msa ubiquitous problem computational biology although np hard find optimal solution arbitrary number sequence due importance problem researcher try push limit exact algorithms since msa cast classical path find problem attract grow number ai researcher interested heuristic search algorithm challenge actual practical relevance paper first review two previous complementary line research base hirschbergs algorithm dynamic programming need kn k space store search frontier node need reconstruct solution path k sequence length n best first search hand advantage bounding search space explore use heuristic however necessary maintain explore node final solution order prevent search expand high cost earlier approach reduce closed list either incompatible pruning method open list must retain least boundary close list article present algorithm attempt combine respective advantage like us heuristic prune search space reduces maximum open close size kn k dynamic program underlying idea conduct series search successively increase upper bound use dp order key open priority queue suitable choice threshold practice run time four time expect experiment show algorithm outperforms one currently successful algorithm optimal multiple sequence alignment partial expansion time memory moreover apply refine heuristic base optimal alignment pair sequence large subset idea new however make practically relevant show equally important bound heuristic computation appropriately overhead obliterate possible gain furthermore discuss number improvement time space efficiency regard practical implementation algorithm use conjunction higher dimensional heuristic able calculate first time optimal alignment almost problem reference benchmark database balibase']",5563
22,50,22_rough_matroids_cover_matroid,"['rough', 'matroids', 'cover', 'matroid', 'base rough', 'cover base', 'approximation operator', 'upper approximation', 'lattice', 'neighborhood']","['rough set mainly concerned approximation object equivalence relation universe matroid combinatorial generalization linear independence vector space paper define parametric set family subset universe parameter connect rough set matroids one hand universe equivalence relation universe parametric set family define low approximation operator parametric set family prove satisfy independent set axiom matroids therefore generate matroid call parametric matroid rough set three equivalent representation parametric set family obtain moreover parametric matroid rough set prove direct sum partition circuit matroid free matroid hand since partition circuit matroids well study low approximation number use investigate parametric matroid rough set several characteristic parametric matroid rough set independent set base circuit rank function closure operator express low approximation number', 'theory rough set concern low upper approximation object binary relation universe apply machine learn knowledge discovery data mining theory matroids generalization linear independence vector space use combinatorial optimization algorithm design order take advantage rough set matroids paper propose matroidal structure rough set base serial transitive relation universe define family minimal neighborhood relation universe prove satisfy circuit axiom matroids relation serial transitive order study matroidal structure investigate inverse construction induce relation matroid relationship upper approximation operator rough set base relation closure operator matroids two construction study moreover investigate connection two construction', 'cover base rough set theory useful tool deal inexact uncertain vague knowledge information system geometric lattice widely use diverse field especially search algorithm design play important role cover reduction paper construct four geometric lattice structure cover base rough set matroids compare relationship first geometric lattice structure cover base rough set establish transversal matroid induced cover characteristic include atom modular element modular pair study also construct one one correspondence type geometric lattice transversal matroids context cover base rough set second sufficient necessary condition three type cover upper approximation operator closure operator matroids present exhibit three type matroids closure axiom obtain three geometric lattice structure cover base rough set third four geometric lattice structure compare core concept reducible element cover base rough set investigate geometric lattice word work point interest view namely geometric lattice study cover base rough set']",5563
23,48,23_patient_clinical_treatment_diagnostic,"['patient', 'clinical', 'treatment', 'diagnostic', 'health', 'pharmacist', 'disease', 'symptom', 'diagnosis', 'alert']","['objective main objective study assess diagnostic performance alert system integrate cpoe emr system renally clear drug dose control generate alert compare daily routine practice pharmacist part analysis medication order material method pharmacist perform analysis medication order usual aware alert system intervention display purpose study neither physician pharmacist keep associate recommendation log file senior pharmacist analyze result medication order analysis without alert system unit analysis drug prescription line primary study endpoint detection drug dose prescription error inter rater reliability alert system pharmacists detection drug dose error result alert system fire alert case exceeds max daily dose alert dose alert alert system pharmacists show relatively poor concordance ci accord senior pharmacist review alert system fire appropriate alert pharmacist make few error pharmacist analyze drug dose prescription alert system pharmacist unlike alert system diagnostic error make pharmacist false negative pharmacist able analyze significant number drug prescription line understaffing conclusion study strongly suggest alert system would complementary pharmacist activity contribute drug prescription safety', 'objective electronic health record ehrs first step capture utilize health relate data challenge turn data useful information furthermore ehrs increasingly likely include data relate patient outcome functionality clinical decision support genetic information well see repository increasingly valuable information patient health condition responses treatment time method describe case study patient treat centerstone within tennessee indiana utilized electronic health record data generate predictive algorithms individual patient treatment response multiple model construct use predictor variable derive clinical financial geographic data result patient deteriorate improved change clinical condition base model various clinical indicator baseline high accuracy predict individual patient response range within model test term individual predictor centerstone assessment recovery level adult carla baseline score significant predict outcome time odds ratio variable consistently significant impact outcome include payer diagnostic category location provision case management service conclusion approach represent promising avenue toward reduce current gap research practice across healthcare develop data driven clinical decision support base real world population serve component embed clinical artificial intelligence learn time', 'modern healthcare system rapidly expand cost complexity grow myriad treatment option explode information stream often effectively reach front line hinder ability choose optimal treatment decision time goal paper develop general purpose non disease specific computational artificial intelligence ai framework address challenge serve two potential function simulation environment explore various healthcare policy payment methodology etc basis clinical artificial intelligence ai think like doctor approach combine markov decision process dynamic decision network learn clinical data develop complex plan via simulation alternative sequential decision path capture sometimes conflict sometimes synergistic interaction various component healthcare system operate partially observable environment case miss observation data maintain belief state patient health status function online agent plan plan framework evaluate use real patient data electronic health record ai framework easily outperforms current treatment usual tau case rate fee service model healthcare cost per unit change v obtain increase patient outcomes tweak certain model parameter enhance advantage obtain roughly improvement roughly half cost give careful design problem formulation ai simulation framework approximate optimal decision even complex uncertain environment future work describe outline potential line research integration machine learn algorithms personalize medicine']",5563
24,47,24_vote_voting_manipulation_election,"['vote', 'voting', 'manipulation', 'election', 'voting rule', 'marriage', 'stable marriage', 'manipulate', 'voter', 'condorcet']","['stable marriage problem wide variety practical application range match resident doctor hospital match student school generally two side market consider useful variation stable marriage problem men woman express preference use preference list tie subset member sex matchings permit people appear preference list set study problem find stable match marries many people possible stability envy free notion man woman marry would prefer partner single problem np hard tackle problem use local search exploit property problem reduce size neighborhood make local move efficiently experimental result show approach able solve large problem quickly return stable matchings large often optimal size', 'vote simple mechanism combine together preference multiple agent agent may try manipulate result vote mi reporting preference one barrier might exist manipulation computational complexity particular show np hard compute manipulate number different voting rule however np hardness bound bad case complexity recent theoretical result suggest manipulation may often easy practice paper study empirically manipulability single transferable voting stv determine computational complexity really barrier manipulation stv one first voting rule show np hard also appear one harder voting rule manipulate sample number distribution vote include uniform real world election almost every election experiment easy compute single agent could manipulate election prove manipulation single agent impossible', 'stable marriage sm problem wide variety practical application range match resident doctor hospital match student school generally two side market classical formulation n men n woman express preference via strict total order member sex solve sm problem mean find stable marriage stability envy free notion man woman marry would prefer partner single consider classical stable marriage problem one useful variation denote smti men woman express preference form incomplete preference list tie subset member sex matchings permit people appear list try find stable match marries many people possible whilst sm problem polynomial solve smti problem np hard propose tackle problem via local search approach exploit property problem reduce size neighborhood make local move efficiently evaluate empirically algorithm sm problem measure runtime behaviour ability sample lattice possible stable marriage evaluate algorithm smti problem term runtime behaviour ability find maximum cardinality stable marriage sm problem number step algorithm grows nlog n sample well set stable marriage thus fair efficient approach generate stable marriage furthermore approach smti problem able solve large problem quickly return stable matchings large often optimal size despite np hardness problem']",5563
25,47,25_argumentation_argument_dung_afs,"['argumentation', 'argument', 'dung', 'afs', 'extension', 'base argumentation', 'delp', 'semantics', 'mediation', 'attack relation']","['one prominent tool abstract argumentation dung framework af short accompany variety semantics include ground complete preferred stable although powerful afs shortcoming lead development numerous enrichment among general one abstract dialectical framework also know adfs make use call acceptance condition represent arbitrary relation level abstraction bring new challenge also require address exist problem field one controversial issue recognize argumentation concern support cycle paper introduce new method ensure acyclicity choose argument present family extension base semantics build also continue research semantics permit cycle fill gap previous work moreover provide adf version property know dung set finally also introduce classification develop sub semantics relate exist label base approach', 'dung abstract argumentation theory see general framework non monotonic reason important question class logic subsume instantiation theory goal paper identify study large class logic base instantiation dung theory correspond maxi consistent operator e function return maximal consistent subset inconsistent knowledge base word study class instantiation extension argumentation system correspond exactly one maximal consistent subset knowledge base show attack relation belong class must conflict dependent must valid must conflict complete must symmetric etc show attack relation serve low upper bound class e g attack relation contain canonical undercut member class use result show exist attack relation whether belong class also define new attack relation member class finally interpret result discuss general question like added value argumentation set believe work first step towards achieve long term goal well understand role argumentation particularly expressivity logic base instantiation dung style argumentation framework', 'study argument abstract entity interaction introduce dung artificial intelligence become one active research branch within artificial intelligence reason main issue abstract argumentation system selection acceptable set arguments value base argumentation introduce bench capon j logic comput extends dung framework take account relative strength argument respect rank represent audience argument subjectively accept accepted respect audience objectively accept accepted respect audience decide whether argument subjectively objectively accept respectively computationally intractable problem fact problem remain intractable structural restriction render main computational problem non value base argumentation system tractable paper identify nontrivial class value base argumentation system acceptance problem polynomial time tractable class define mean structural restriction term underlie graphical structure value base system furthermore show acceptance problem intractable two class value base system conjecture tractable dunne artificial intelligence']",5563
26,46,26_evolutionary_population_genetic_mutation,"['evolutionary', 'population', 'genetic', 'mutation', 'elegance', 'selective pressure', 'evolution', 'sub population', 'fitness', 'wind']","['production renewable sustainable energy one important challenge currently face mankind wind make increase contribution world energy supply mix still remain long way reach full potential paper investigate use artificial evolution design vertical axis wind turbine prototypes physically instantiate evaluated fan generate wind condition initially conventional evolutionary algorithm use explore design space single wind turbine later cooperative coevolutionary algorithm use explore design space array wind turbine artificial neural network use throughout surrogate model assist learn find reduce number fabrication require reach high aerodynamic efficiency unlike approach computational fluid dynamic simulation mathematical formulation use model assumption make', 'paper present several type evolutionary algorithm ea use global optimization real domains interest focus multimodal problem difficulty premature convergence usually occur first standard genetic algorithm sga use binary encode real value unsatisfactory behavior multimodal problem briefly review together improvement fight premature convergence two type real encode method base differential operator examine detail differential evolution de modern effective method firstly publish r storn k price simplify real coded differential genetic algorithm sade propose author addition improvement sade method call ceraf technology enable population solution escape local extreme examine method test identical set objective function systematic comparison base reliable methodology present confirmed real cod method generally exhibit good behavior real domain binary algorithms even extend several improvement furthermore positive influence differential operator due possibility self adaptation demonstrate reliability point view seem real encoded differential algorithm improve technology describe paper universal reliable method capable solve proposed test problem', 'software design crucial successful software development yet demand multi objective problem software engineer attempt assist software designer interactive e human loop meta heuristic search technique evolutionary compute apply show promising result recent investigation also show ant colony optimization aco outperform evolutionary compute potential search engine interactive software design limit computational budget aco produce superior candidate design solution small number iteration build finding propose novel interactive aco iaco approach assist designer early lifecycle software design search steer jointly subjective designer evaluation well machine fitness function relate structural integrity surrogate elegance software design result show iaco speedy responsive highly effective enable interactive dynamic multi objective search early lifecycle software design study participant rate iaco search experience compel result machine learn fitness measure weighting indicate software design elegance indeed play significant role designer evaluation candidate software design conclude evenness number attribute method among class nac significant surrogate elegance measure turn suggest evenness distribution combine structural integrity implicit crucial component effective early lifecycle software design']",5563
27,37,27_game_nash equilibrium_equilibrium_nash,"['game', 'nash equilibrium', 'equilibrium', 'nash', 'player', 'payoff', 'strategy', 'sum game', 'zero sum', 'approximate nash']","['paper discusses interested party wish influence behavior agent game multi agent interaction control interested party cannot design new game cannot enforce agent behavior cannot enforce payment agent cannot prohibit strategy available agent however influence outcome game commit non negative monetary transfer different strategy profile may select agent interested party assume agent rational commonly agree sense use dominate strategy hence certain subset outcome implement give game add non negative payment rational player necessarily produce outcome subset obviously make sufficiently big payment one implement desirable outcome question cost implementation paper introduce notion k implementation desire set strategy profile k stand amount payment need actually make order implement desirable outcome major point k implementation monetary offer need necessarily materialize follow desired behavior define study k implementation context game complete incomplete information latter case mainly focus vcg game set later extend deal mixed strategy use correlation device together paper introduces study implementation desirable outcome reliable party cannot modify game rule e provide protocol complement previous work mechanism design make applicable many realistic c setting', 'paper propose game theoretic model analyze event similar emph darpa network challenge organize defense advance research project agency darpa explore role internet social network play incentivizing wide area collaboration challenge form group would first find location ten moor weather balloon across united state consider model n people form group locate topology fix coverage volume around person geographical location consider various topology player locate euclidean dimension space vertex graph balloon place space group win first one report location balloon large team high probability find balloon assume prize money divide equally among team member hence compete tension keep team small possible emph risk aversion reluctance person accept bargain uncertain payoff rather another bargain certain possibly lower expect payoff model consider emph isoelastic utility function derive arrow pratt measure relative risk aversion main aim analyze structure group nash equilibrium model dimensional euclidean space geq class bound degree regular graph show nash equilibrium emph rich group maximum expect utility per person cover constant fraction total volume', 'work introduce graphical modelsfor multi player game theory give powerful algorithm compute nash equilibrium certain case n player game give undirected graph n node set n local matrix interpretation payoff player determine entirely action player neighbor graph thus payoff matrix player indexed player thus view global n player game compose interact local game involve many few player player action may global impact occur propagation local influence main technical result efficient algorithm compute nash equilibrium underlie graph tree turn tree node merging algorithm run time polynomial size representation graph theassociated local game matrix come two related distinct flavor first version involve approximation step compute representation approximate nash equilibrium may exponential number general second version allow exact computation nash equilibrium expense weaken complexity bound algorithm require local message pass node thus implement player distribute manner despite analogy inference bayes net develop analysis algorithm involve polytree algorithm owe partially fact must either compute select exponential number potential solution discuss number extension computation equilibrium desirable global property e g maximize global return direction research']",5563
28,36,28_proof_mizar_prover_atp,"['proof', 'mizar', 'prover', 'atp', 'hol', 'theorem', 'isabelle', 'library', 'hol light', 'provers']","['considerable mathematical knowledge encode flyspeck project combine external automate theorem provers atps machine learning premise selection method train proofs produce ai system capable answer wide range mathematical query automatically performance architecture evaluate bootstrapping scenario emulate development flyspeck axiom last theorem time use previous theorem proof show theorem could prove push button mode without high level advice user interaction second real time fourteen cpu workstation necessary work involve implementation sound translation hol light logic atp formalism untyped first order polymorphic type first order type high order ii export dependency information hol light atp proof machine learner iii choice suitable representation method learn previous proofs integration advisor hol light work describe discussed initial analysis body proof find fully automatically provide', 'pide general framework document orient prover interaction integration base bilingual architecture combine ml scala overall aim connect lcf style provers like isabelle coq hol sophisticate front end technology jvm platform overcome command line interaction last present system description specifically cover isabelle jedit part official release isabelle october concrete prover ide implementation base isabelle pide library module implement scala one hand well know text editor framework jedit implement java hand interaction model prover ide follow idea continuous proof check theory source text annotate semantic information prover become available incrementally work via asynchronous protocol neither block editor stop prover exploiting parallelism multi core hardware jedit gui provide standard metaphor augment text edit highlight squiggle tooltips hyperlink etc instrument render formal content prover context refinement jedit display engine via suitable plugins font approximate mathematical render text buffer include symbol tex repertoire sub superscript isabelle jedit present usable interface current isabelle reference application inspire project base pide', 'paper describe refinement algorithm calculus co inductive construction cic implement interactive theorem prover matita refinement algorithm charge give meaning term type proof term directly write user generated use tactic decision procedures general automation term write external syntax mean user friendly allow omission information untyped binder certain liberal use user define sub type refiner modifies term obtain relate well typed term internal syntax understood kernel itp particular act type inference algorithm binder untyped propose algorithm bi directional give term external syntax type expect term propagate much type information possible towards leave term traditional mono directional algorithm instead proceed bottom way infer type sub term compare unifying type expect context end propose novel bi directional rule cic particularly effective among benefit bi directionality well error message report good inference dependent type moreover thanks bi directionality coercion system sub type effective type inference generate simple unification problem likely solve inherently incomplete high order unification algorithms implement finally introduce external syntax notion vector placeholder enable omit arbitrary number argument vector placeholder allow trivial implementation implicit argument greatly simplify implementation primitive simple tactic']",5563
29,36,29_fault_diagnosis_repair_diagnostic,"['fault', 'diagnosis', 'repair', 'diagnostic', 'fault detection', 'fractal', 'troubleshoot', 'wafer', 'repair strategy', 'dependability']","['dependability model evaluation aim investigate system performs function correctly time usual way achieve high reliability design redundant system contain several replica subsystem component state space method dependability analysis may suffer state space explosion problem kind situation combinatorial model hand require simplify assumption statistical independence however case redundant system guarantee reduce number model element order provide compact system representation parametric system model investigated literature way set replicas give subsystem parameterized one representative instance explicitly include model aspect suitably address approach analytical tool work parametric characterization often difficult define standard approach unfold parametric model order exploit standard analysis algorithm work unfolded ground level moreover parameterized combinatorial method still require statistical independence assumption present paper consider formalism parametric fault tree pft show relate probabilistic horn abduction pha since pha framework model analysis perform restrict first order language aim show convert pft pha knowledge base allow approach dependability analysis directly exploit parametric representation show classical qualitative quantitative dependability measure characterize within pha furthermore additional modeling aspect noisy gate local dependency well additional reliability measure posterior probability analysis naturally address conversion simple example multi processor system several replicate unit use illustrate approach', 'sematech sponsor j e project team texas instrument neurodyne et al focus fault detection classification fdc lam aluminum plasma etch reactor use process semiconductor fabrication fault classification accomplish implement series virtual sensor model use data real sensor lam station sensor optical emission spectroscopy rf monitor predict recipe setpoints wafer state characteristic fault detection classification perform compare predict recipe wafer state value expect value model utilize include linear pls polynomial pls neural network pls prediction recipe setpoints base upon sensor data provide capability cross check machine maintaining desire setpoints wafer state characteristic line width reduction remain oxide estimate line use process sensor lam oes rfm wafer wafer measurement characteristic production set typically information may sparsely available batch processing run numerous wafer complete would provide important information operator process produce wafer within acceptable bound product quality production yield increase correspondingly per unit cost reduce provide operator opportunity adjust process machine etch wafer', 'fault detection diagnosis critical many application order ensure proper operation performance time positron emission tomography pet system require regular calibration qualify scanner operator good candidate continuous improvement furthermore scanner employ one one coupling crystal photodetectors achieve enhance spatial resolution contrast calibration task even daunt large number independent channel involve cope additional complexity calibration quality control procedures scanner intelligent system design perform fault detection diagnosis fdd malfunction channel break four hierarchical module parameter extraction channel fault detection fault prioritization diagnosis module first two previously report paper focus fault prioritization diagnosis purpose fault prioritization module help operator zero fault need immediate attention fault diagnosis module identify cause malfunction propose explanation reason lead diagnosis fdd system implement labpet avalanche photodiode apd base digital pet scanner experiment demonstrate fdd sensitivity confidence interval ci major fault globally balance accuracy diagnosis vary fault severity suggest greatly benefit operator maintenance task']",5563
30,36,30_frequent_pattern_mining_sequential pattern,"['frequent', 'pattern', 'mining', 'sequential pattern', 'frequent pattern', 'association rule', 'stream', 'pattern mining', 'association', 'itemset']","['exist notion redundancy among association rule allow logical style characterization lead irredundant base absolutely minimum size one push intuition redundancy find intuitive notion interest association rule term novelty respect rule namely irredundant rule confidence high rest rule would suggest one ask much high propose measure sort novelty confidence boost rule encompass two previous similar notion confidence width rule block latter closely relate earlier measure improvement act complement confidence support confidence boost help obtain small crisp set mine association rule solve well know problem certain case rule negative correlation may pass confidence bound analyze property two version notion confidence boost one natural generalization develop efficient algorithmics filter rule accord confidence boost compare concept similar notion bibliography describe result experimentation employ new notion standard benchmark datasets describe open source association mining tool embody one variant confidence boost way data mining process require user select value parameter', 'mining frequent sequential pattern sequence databases central research topic data mining various efficient mine sequential pattern algorithm propose study recently many problem domain e g program execution trace novel sequential pattern mining research call mining repetitive gap sequential pattern attract attention many researcher consider repetition sequential pattern different sequence also repetition within sequence meaningful general sequential pattern mining capture occurrences different sequence however number repetitive gap sequential pattern generate even close mining algorithm may large understand user especially support threshold low paper propose study problem compress repetitive gap sequential pattern inspire idea summarize frequent itemsets rpglobal develop algorithm crgsgrow compress repetitive gap sequential pattern grow include efficient prune strategy syncscan efficient representative pattern check scheme dominate sequential pattern check crgsgrow two step approach first step obtain closed repetitive sequential pattern candidate set representative repetitive sequential pattern time get representative repetitive sequential pattern second step spend little time find remain representative pattern candidate set empirical study real synthetic data set clearly show crgsgrow good performance', 'real world datasets sparse dirty contain hundred item situation discover interesting rule result use traditional frequent itemset mining approach specify user define input support threshold appropriate since without domain knowledge set support threshold small large output nothing large number redundant uninteresting result recently novel approach mining n top k interesting frequent itemsets propose discovers top n interesting result without specify user define support threshold however mine interest frequent itemsets without minimum support threshold costly term itemset search space exploration processing cost thereby efficiency mine highly depend upon three main factor database representation approach use itemset frequency count projection relevant transaction low level node search space algorithm implementation technique therefore improve efficiency mining process paper present two novel algorithm call n mostminer top k miner use bit vector representation approach efficient term itemset frequency count transaction projection addition several efficient implementation technique n mostminer top k miner also present experienced implementation experimental result benchmark datasets suggest nmostminer top k miner efficient term process time compare current best algorithm bomo tfp']",5563
31,35,31_plan_action_plan recognition_action abstraction,"['plan', 'action', 'plan recognition', 'action abstraction', 'robot', 'abstraction', 'action representation', 'hl', 'phams', 'probabilistic action']","['widespread deployment domain characterize partial observability non deterministic action unforeseen change robots need adapt sense process interaction human task hand robot typically cannot process sensor input operate without substantial domain knowledge challenge provide accurate domain knowledge human may time expertise provide elaborate accurate feedback architecture describe paper combine declarative program probabilistic reasoning address challenge enable robot represent reason incomplete domain knowledge resolve ambiguity revise exist knowledge use sensor input minimal human feedback b probabilistically model uncertainty sensor input process navigation specifically answer set program asp declarative programming paradigm combine hierarchical partially observable markov decision process pomdps use domain knowledge revise probabilistic belief use positive negative observation early termination task longer pursue algorithms evaluate simulation mobile robot locate target object indoor domain', 'present react interactive tool high level reason cognitive robotic application react enable robotic researcher describe robots action change dynamic domain without know syntactic semantic detail underlie formalism advance solve plan problem use state art automate reasoner without learn input output language usage particular react use represent sophisticated dynamic domain feature concurrency indirect effect action state transition constraint allow embed externally define calculation e g check collision free continuous trajectory representation hybrid domain require tight integration discrete high level reason continuous geometric reason react also enable user solve plan problem involve complex goal variety utility useful robotic researcher work interest challenge domain range service robotics cognitive factory react provide sample formalization action domains e g multi agent path planning tower hanoi well dynamic simulation plan compute state art automate reasoner e g sit solver asp solver', 'significant interest crowdsourcing human computation one subclass human computation application direct task involve plan e g travel plan schedule e g conference schedule much work appear outside traditional automated planning forum outset clear whether automate plan much role play human computation system interestingly however work system show even primitive form automate oversight human planner help significantly improve effectiveness human crowd paper argue automate oversight use system view primitive automated planner several opportunity sophisticate automated plan effectively steer crowdsourced plan straightforward adaptation current planning technology however hamper mismatch capability human worker automate planner identify two important challenge need overcome adaptation plan technology occur interpret input human worker requester ii steer critique plan produce human worker arm incomplete domain preference model paper discus approach handle challenge characterize exist human computation system term specific choice make handling challenge']",5563
32,34,32_reinforcement learn_reinforcement_exploration_learn,"['reinforcement learn', 'reinforcement', 'exploration', 'learn', 'thompson', 'policy', 'value gradient', 'value function', 'rl', 'thompson sample']","['present implementation model base online reinforcement learn rl continuous domain deterministic transition specifically design achieve low sample complexity achieve low sample complexity since environment unknown agent must intelligently balance exploration exploitation must able rapidly generalize observation past number relate sample efficient rl algorithm propose allow theoretical analysis mainly model learner weak generalization capability consider separate function approximation model learner require sample interpolation planner require sample model learn apply gaussian process regression gp able automatically adjust complexity problem via bayesian hyperparameter selection practice often able learn highly accurate model little data addition gp provide natural way determine uncertainty prediction allow u implement optimism face uncertainty principle use efficiently control exploration method evaluate four common benchmark domain', 'pursue life long learning approach artificial intelligence make extensive use reinforcement learn algorithms build prior work general value function gvfs horde architecture gvfs show able represent wide variety fact world dynamic may useful long lived agent sutton et al also previously show scaling thousand policy gvfs learn accurately real time mobile robot modayil white sutton work limit learned one policy time whereas great potential benefit life long learn come learn many policy parallel explore paper many new challenge arise policy learn set deal convergence efficiency challenge utilize recently introduce gtd lambda algorithm show gtd lambda tile cod simultaneously learn hundred prediction five simple target policy follow single random behavior policy assess accuracy interspersed policy test escape need test preclude scale introduce empirically vali date two online estimator policy objective mspbe finally use efficient two estimator demonstrate policy learn scale learn value function one thousand policy real time physical robot ability constitute significant step towards scale life long policy learning', 'adaptive control problem notoriously difficult solve even presence plant specific controller one way pas intractable computation optimal policy restate adaptive control minimization relative entropy controller ignore true plant dynamic inform controller solution give bayesian control rule set equation characterize stochastic adaptive controller class possible plant dynamic bayesian control rule apply derive bcr mdp controller solve undiscounted markov decision process finite state action space unknown dynamic particular derive non parametric conjugate prior distribution policy space encapsulate agent whole relevant history present gibbs sampler draw random policy distribution preliminary result show bcr mdp successfully avoid sub optimal limit cycle due build mechanism balance exploration versus exploitation']",5563
33,34,33_forecast_nn_mlp_bushing,"['forecast', 'nn', 'mlp', 'bushing', 'vibration', 'fiber', 'energy', 'weather', 'assimilation', 'vibration signal']","['follow decomposition ensemble principle empirical mode decomposition emd base model framework widely use promising alternative nonlinear nonstationary time series model prediction end effect occur sift process emd apt distort decompose sub series hurt model process follow however ignore previous study address end effect issue study propose incorporate end condition method emd base decomposition ensemble modeling framework one multi step ahead time series prediction four well establish end condition method mirror method coughlin method slope base method rato method select support vector regression svr employ model technique purpose justification comparison well know nn competition data set use four well establish prediction model select benchmark experimental result demonstrate significant improvement achieve propose emd base svr model end condition method emd sbm svr model emd rato svr model particular achieve best prediction performance term goodness forecast measure equality accuracy compete forecast test', 'paper present approach employ artificial neural network nn emulate ensemble kalman filter enkf method data assimilation assimilation method test simplified parameterizations primitive equation dynamic speedy model atmospheric general circulation model agcm use synthetic observational data simulate localization balloon sounding data assimilation scheme supervise nn multilayer perceptrons mlp nn apply mlp nn able emulate analysis local ensemble transform kalman filter letkf train process method use mlp nn see function data assimilation nn train data first three month hind cast experiment data assimilation cycle use mlp nn perform synthetic observation january numerical result demonstrate effectiveness nn technique atmospheric data assimilation result nn analysis close result letkf analyse difference monthly average absolute temperature analyse order simulation show major advantage use mlp nn well computational performance since analysis similar quality cpu time cycle assimilation mlp nn time faster cycle assimilation letkf numerical experiment', 'summer forecast system laboratory national oceanic atmospheric administration sponsor evaluation artificial intelligence base system forecast severe convective storm evaluation experiment call shootout take place boulder focussed storm northeastern colorado foothill plain moninger et al six system participate shootout include traditional expert system analogy base system system develop use method cognitive science judgment analysis tradition day exercise system generate hour forecast probability occurrence non significant weather significant weather severe weather four region northeastern colorado verification coordinator work denver weather service forecast office gather ground truth data network observer system evaluate basis several measure forecast skill metric timeliness ease learn ease use system generally easy operate however various system require substantially different level meteorological expertise part user reflect various operational environment system design system vary statistical behavior difficult forecast problem system generally show skill approximately equal persistence forecast climatological historical frequency forecast two system appear best able discriminate significant non significant weather event traditional expert system system require operator make relatively sophisticated meteorological judgment unable base one summer worth data determine extent great skill two system due content knowledge base subjective judgment operator follow experiment shootout currently plan interested potential participant encourage contact author address']",5563
