Topic,Count,Name,Representation,Representative_Docs,Total
28,47,28_graphical_gaussian graphical_gaussian_inverse covariance,"['graphical', 'gaussian graphical', 'gaussian', 'inverse covariance', 'covariance matrix', 'covariance', 'ggms', 'fvs', 'sparse gaussian', 'likelihood']","['gaussian graphical model ggms gauss markov random field widely use many application trade model capacity efficiency learn inference important research problem paper study family ggms small feedback vertex set fvss fvs set node whose removal break cycle exact inference compute marginal distribution partition function complexity k n use message pass algorithms k size fvs n total number node propose efficient structure learn algorithms two case node observe useful model social flight network fvs node often correspond small number high degree node hubs rest network model tree regardless maximum degree without know full graph structure exactly compute maximum likelihood estimate kn n log n fvs know polynomial time fvs unknown bound size fvs node latent variable structure learn equivalent decompose inverse covariance matrix exactly approximately sum tree structure matrix low rank matrix incorporate efficient inference learn step obtain learn algorithm use alternate low rank correction complexity kn n log n per iteration also perform experiment use synthetic data well real data flight delay demonstrate model capacity fvss various size', 'consider distribute estimation inverse covariance matrix also call concentration precision matrix gaussian graphical model traditional centralized estimation often require global inference covariance matrix computationally intensive large dimension approximate inference base message pass algorithms hand lead unstable biased estimation loopy graphical model paper propose general framework distribute estimation base maximum marginal likelihood mml approach approach compute local parameter estimate maximize marginal likelihood define respect data collect local neighborhood due non convexity mml problem introduce solve convex relaxation local estimate combine global estimate without need iterative message pass neighborhood propose algorithm naturally parallelizable computationally efficient thereby make suitable high dimensional problem classical regime number variable p fix number sample increase infinity propose estimator show asymptotically consistent improve monotonically local neighborhood size increase high dimensional scaling regime p increase infinity convergence rate true parameter derive see comparable centralized maximum likelihood estimation extensive numerical experiment demonstrate improve performance two hop version propose estimator suffices almost close gap centralize maximum likelihood estimator reduce computational cost', 'paper consider task estimate non zero pattern sparse inverse covariance matrix zero mean gaussian random vector set iid sample note also equivalent recover underlying graph structure sparse gaussian markov random field gmrf present two novel greedy approach solve problem first estimate non zero covariates overall inverse covariance matrix use series global forward backward greedy step second estimate neighborhood node graph separately use greedy forward backward step combine intermediate neighborhood form overall estimate principal contribution paper rigorous analysis sparsistency consistency recover sparsity pattern inverse covariance matrix surprisingly show local global greedy method learn full structure model high probability give log p sample emph significant improvement state art ell regularize gaussian mle graphical lasso require log p sample moreover restrict eigenvalue smoothness condition impose greedy method much weak strong irrepresentable condition require ell regularization base method corroborate result extensive simulation example compare local global greedy method ell regularize gaussian mle well neighborhood greedy method nodewise ell regularize linear regression neighborhood lasso']",5196
29,46,29_bethe_free energy_bethe free_belief propagation,"['bethe', 'free energy', 'bethe free', 'belief propagation', 'bp', 'partition function', 'energy', 'belief', 'propagation', 'marginals']","['context inference expectation constraint propose approach base loopy belief propagation algorithm lbp surrogate exact markov random field mrf model prior information compose correlation among large set n variable encode graphical model encode optimized respect approximate decode procedure lbp use infer hidden variable observe subset focus situation underlie data many different statistical component represent variety independent pattern consider single parameter family model show lbp may use encode decode efficiently information without solve np hard inverse problem yield optimal mrf contrary usual practice work non convex bethe free energy minimization framework manage associate belief propagation fix point component underlie probabilistic mixture mean field limit consider yield exact connection hopfield model finite temperature steady state number mixture component proportional number variable addition provide enhance learning procedure base straightforward multi parameter extension model conjunction effective continuous optimization procedure perform use stochastic search heuristic cmaes yield significant improvement respect single parameter basic model', 'investigate different way generate approximate solution pairwise markov random field mrf selection problem focus mainly inverse ising problem discus also somewhat related inverse gaussian problem type mrf suitable inference task belief propagation algorithm bp certain condition approach consists take bethe mean field solution obtain maximum spanning tree mst pairwise mutual information refer emph bethe reference point perturbation procedure consider three different way follow idea first one select calibrate iteratively optimal link add start bethe reference point second one base observation natural gradient compute analytically bethe point third one assume local field use low temperature expansion develop dual loop joint model base well choose fundamental cycle basis indeed identify subclass planar model refer emph bethe dual graph model possibly many loop characterize singly connect dual factor graph partition function linear response compute exactly respectively n n operation thanks dual weight propagation dwp message passing procedure set restricted subclass model inverse ising problem convex become tractable temperature experimental test various datasets refine l l regularization procedure indicate approach may competitive useful alternative exist one', 'consider computation permanent positive n time n non negative matrix p p j j cdots n equivalently problem weight count perfect matchings complete bipartite graph k n n problem know likely exponential complexity state partition function z graphical model problem allow exact loop calculus representation chertkov chernyak term interior minimum bethe free energy functional non integer doubly stochastic matrix marginal belief beta beta j j cdots n also correspondent fix point iterative message pass algorithm belief propagation bp type main result explicit expression exact partition function permanent term matrix bp marginals beta z mbox perm p z bp mbox perm beta j beta j prod j beta j z bp bp expression permanent state explicitly term beta give two derivation formula direct one base bethe free energy alternative one combine ihara graph zeta function loop calculus approach assume matrix beta belief propagation marginals calculate provide two low bound one upper bound estimate multiplicative term two complementary low bound base gurvits van der waerden theorem relation modify permanent determinant respectively']",5196
30,45,30_ml_graphlab_mapreduce_distribute,"['ml', 'graphlab', 'mapreduce', 'distribute', 'parallel', 'ml algorithms', 'library', 'cpu usage', 'clock cycle', 'usage clock']","['exception field machine learn ml research largely ignore browser computational engine beyond educational resource ml browser vast potential improve state art ml research also inexpensively massive scale bring sophisticated ml learn prediction public large paper introduces mlitb prototype ml framework write entirely javascript capable perform large scale distribute compute heterogeneous class device development mlitb driven several underlie objective whose aim make ml learning usage ubiquitous use ubiquitous compute device cheap effortlessly distribute collaborative achieve allow every internet capable device run train algorithms predictive model software installation save model universally readable format prototype library capable training deep neural network synchronize distribute stochastic gradient descent mlitb offer several important opportunity novel ml research include development distribute learn algorithms advancement web gpu algorithms novel field mobile application privacy preserve compute green grid compute mlitb available open source software', 'design implement efficient provably correct parallel machine learn ml algorithm challenge exist high level parallel abstraction like mapreduce insufficiently expressive low level tool like mpi pthreads leave ml expert repeatedly solve design challenge target common pattern ml develop graphlab improves upon abstraction like mapreduce compactly express asynchronous iterative algorithm sparse computational dependency ensure data consistency achieve high degree parallel performance demonstrate expressiveness graphlab framework design implement parallel version belief propagation gibbs sample co em lasso compress sense show use graphlab achieve excellent parallel performance large scale real world problem', 'design implement efficient provably correct parallel machine learn ml algorithm challenge exist high level parallel abstraction like mapreduce insufficiently expressive low level tool like mpi pthreads leave ml expert repeatedly solve design challenge target common pattern ml develop graphlab improves upon abstraction like mapreduce compactly express asynchronous iterative algorithm sparse computational dependency ensure data consistency achieve high degree parallel performance demonstrate expressiveness graphlab framework design implement parallel version belief propagation gibbs sample co em lasso compress sense show use graphlab achieve excellent parallel performance large scale real world problem']",5196
31,45,31_causal_cause_causal inference_causal discovery,"['causal', 'cause', 'causal inference', 'causal discovery', 'variable', 'latent variable', 'common cause', 'cointegration', 'structural equation', 'rfci']","['variety discipline social science psychology medicine economics record data consider noisy measurement latent variable connect causal structure correspond family graphical model know structural equation model latent variable linear non gaussian variant well study inference nonparametric structural equation model still underdevelop introduce sparse gaussian process parameterization defines non linear structure connect latent variable unlike common formulation gaussian process latent variable model sparse parameterization give full bayesian treatment without compromise markov chain monte carlo efficiency compare stability sample procedure predictive ability model current practice', 'discovery causal relationship purely observational data fundamental problem science elementary form causal discovery problem decide whether x cause alternatively cause x give joint observation two variable x example decide whether altitude cause temperature vice versa give joint measurement variable even simplify assumption confound feedback loop selection bias bivariate causal discovery problem challenge nevertheless several approach address problem propose recent year review two family method additive noise method anm information geometric causal inference igci present benchmark causeeffectpairs consist data different cause effect pair select datasets various domain e g meteorology biology medicine engineering economy etc motivate decision regard ground truth causal direction pair evaluate performance several bivariate causal discovery method real world benchmark data addition artificially simulate data empirical result real world data indicate certain method indeed able distinguish cause effect use purely observational data although benchmark data would need obtain statistically significant conclusion one best perform method overall additive noise method originally propose hoyer et al obtains accuracy auc real world benchmark main theoretical contribution work prove consistency method', 'correlation measure use discern statistical relationship observe variable almost branch data driven scientific inquiry really interested existence causal dependence design efficient causality test may carry absence restrictive pre supposition underlie dynamical structure data hand non trivial nevertheless ability computationally infer statistical prima facie evidence causal dependence may yield far discriminative tool data analysis compare calculation simple correlation present work present new non parametric test granger causality quantize symbolic data stream generate ergodic stationary source contrast state art binary test approach make precise computes degree causal dependence data stream without make restrictive assumption linearity otherwise additionally without priori imposition specific dynamical structure infer explicit generative model causal cross dependence may use prediction explicit model represent generalized probabilistic automaton refer cross automata show sufficient capture fairly general class causal dependence propose algorithms computationally efficient pac sense e find good model cross dependence high probability polynomial run time sample complexity theoretical result apply weekly search frequency data google trend api choose set socially charge keywords causality network infer dataset reveals quite expectedly causal importance certain keywords also illustrate correlation analysis fail gather insight']",5196
32,44,32_ranking_rank_ndcg_learn rank,"['ranking', 'rank', 'ndcg', 'learn rank', 'rank aggregation', 'pairwise comparison', 'riffle', 'list', 'skill', 'preference']","['question aggregate pair wise comparison obtain global ranking collection object interest long time rank online gamers e g msr trueskill system chess player aggregate social opinion decide product sell base transaction setting addition obtain rank find score object e g player rating interest understand intensity preference paper propose rank centrality iterative rank aggregation algorithm discover score object item pair wise comparison algorithm natural random walk interpretation graph object edge present pair object compare score call rank centrality object turn stationary probability random walk study efficacy algorithm consider popular bradley terry luce btl model equivalent multinomial logit mnl pair wise comparison object associate score determines probabilistic outcome pair wise comparison object term pair wise marginal probability main subject paper mnl model btl model identical bound finite sample error rate score assume btl model estimate algorithm particular number sample require learn score well high probability depend structure comparison graph laplacian comparison graph strictly positive spectral gap e g item compare subset randomly choose item lead dependence number sample nearly order optimal', 'extend recently introduce theory lovasz bregman lb divergence iyer bilmes several way show represent distortion score order thus provide new view rank aggregation order base cluster interesting connection web rank show lb divergence number property akin many permutation base metric fact special case form similar kendall tau metric also show lb divergence subsume number commonly use ranking measure information retrieval like ndcg auc unlike traditional permutation base metric however lb divergence naturally capture notion confidence ordering thus provide new representation application involve aggregate score oppose ordering show number recently use web rank model form lovasz bregman rank aggregation also observe natural form mallow model use lb divergence use conditional ranking model learn rank problem', 'extend recently introduce theory lovasz bregman lb divergence iyer bilmes several way show represent distortion score order thus provide new view rank aggregation order base cluster interesting connection web rank show lb divergence number property akin many permutation base metric fact special case form similar kendall tau metric also show lb divergence subsume number commonly use ranking measure information retrieval like ndcg auc unlike traditional permutation base metric however lb divergence naturally capture notion confidence ordering thus provide new representation application involve aggregate score oppose ordering show number recently use web rank model form lovasz bregman rank aggregation also observe natural form mallow model use lb divergence use conditional ranking model learn rank problem']",5196
33,41,33_hmm_hmms_hidden markov_hidden,"['hmm', 'hmms', 'hidden markov', 'hidden', 'viterbi', 'markov', 'markov hmms', 'markov hmm', 'viterbi alignment', 'sequence']","['motivate unceasing interest hidden markov model hmms paper examines hidden path inference model use primarily risk base framework common maximum posteriori map viterbi path estimator minimum error posterior decoder pd long around path estimator decoder either hint apply recently dedicate application generally unfamiliar statistical learn community decade ago however family algorithmically define decoder aim hybridize two standard one propose brushe et al present paper give careful analysis hybridization approach identify several problem issue previously propose approach propose practical resolution furthermore simple modification classical criterion hidden path recognition show lead new class decoder dynamic program algorithms compute decoder usual forward backward manner present particularly interesting subclass estimator also view hybrid map pd estimator similar previously propose map pd hybrid new class parameterized small number tunable parameter unlike algorithmic predecessor new risk base decoder clearly interpretable importantly work box practice demonstrate real bioinformatics task data generalization application discuss conclusion', 'introduce reduce rank hidden markov model rr hmm generalization hmms model smooth state evolution linear dynamical system ldss well non log concave predictive distribution continuous observation hmms rr hmms assume dimensional latent state n discrete observation transition matrix rank k implies dynamic evolve k dimensional subspace shape set predictive distribution determine latent state belief represent k dimensional state vector inference carry entirely r k make rr hmms computationally efficient k state hmms yet expressive learn rr hmms relax assumption recently propose spectral learn algorithm hmms hsu kakade zhang apply learn k dimensional observable representation rank k rr hmms algorithm consistent free local optimum extend performance guarantee cover rr hmm case show algorithm use conjunction kernel density estimator efficiently model high dimensional multivariate continuous data also relax assumption single observation sufficient disambiguate state extend algorithm accordingly experiment synthetic data toy video well difficult robot vision model problem yield accurate model compare favorably standard alternative simulation quality prediction capability', 'background hide markov model widely employ numerous bioinformatics program use today application range widely comparative gene prediction time series analyse micro array data parameter underlie model need adjust specific data set example genome particular specie order maximize prediction accuracy computationally efficient algorithms parameter training thus key maximize usability wide range bioinformatics application result introduce two computationally efficient train algorithms one viterbi train one stochastic expectation maximization em train render memory requirement independent sequence length unlike exist algorithm viterbi stochastic em train require two step procedure two new algorithm require one step scan input sequence one direction also implement two new algorithm already publish linear memory algorithm em training hidden markov model compiler hmm converter examine respective practical merit three small example model conclusion bioinformatics application employ hidden markov model use two algorithms order make viterbi training stochastic em training computationally efficient use algorithms parameter training thus attempt complex model longer train sequence two new algorithm add advantage easier implement correspond default algorithms viterbi training stochastic em training']",5196
34,37,34_forecast_electricity_grid_weather,"['forecast', 'electricity', 'grid', 'weather', 'household', 'green', 'green energy', 'uk', 'energy', 'wind']","['objective greenpad project use green energy wind solar biomass power data center use run hpc job part important predict renewable wind energy efficient schedule execute job require high energy green energy available vice versa predict wind energy first analyze historical data find statistical model give relation wind energy weather attribute use model base weather forecast data predict green energy availability future use green energy prediction obtain statistical model able precompute job schedule maximize green energy utilization future propose model use live weather data addition machine learn technique predict future deviation weather condition base current deviation forecast make fly change precomputed schedule base green energy prediction first analyze data use histograms simple statistical tool correlation addition build correlation regression model find relation wind energy availability weather attribute temperature cloud cover air pressure wind speed direction precipitation sunshine also analyze different algorithm machine learn technique optimize job schedule maximize green energy utilization', 'robust control maintenance grid relies accurate data pmus state estimator prone false data injection attack thus crucial mechanism fast accurate detection agent maliciously tamper data prevent attack may lead blackout routine monitoring control tasks current future grid propose decentralize false data injection detection scheme base markov graph bus phase angle utilize conditional covariance test cct learn structure grid use dc power flow model show normal circumstance walk summability grid graph markov graph voltage angle determine power grid graph therefore discrepancy calculate markov graph learn structure trigger alarm local grid topology available online protection system exploit check mismatch mismatch detect use correlation anomaly score detect set attack node method detect recent stealthy deception attack power grid assumes knowledge bus branch model system capable deceive state estimator damage power network observatory control monitor demand response pricing scheme specifically stealthy deception attack markov graph phase angle change addition detect state attack method detect set attack nodes best knowledge remedy first comprehensively detect sophisticated attack need additional hardware moreover detection scheme successful matter size attack subset simulation various power network confirm claim', 'increase use renewable energy source variable output solar photovoltaic wind power generation call smart grid effectively manage flexible load energy storage ability forecast consumption different location distribution system key capability smart grid goal paper benchmark state art method forecast electricity demand household level across different granularity time scale explorative way thereby reveal potential shortcoming find promising direction future research area apply number forecast method include arima neural network exponential smoothen use several strategy train data selection particular day type slide window base strategy consider forecast horizon range minute hour evaluation base two data set contain power usage individual appliance second time granularity collect course several month result indicate forecast accuracy varies significantly depend choice forecast method strategy parameter configuration measure mean absolute percentage error mape consider state art forecast method rarely beat correspond persistence forecast overall observed mapes range average mape first data set data set result show big room improvement base identify trend experience experiment contribute detailed discussion promising future research']",5196
35,37,35_protein_amino acid_amino_acid,"['protein', 'amino acid', 'amino', 'acid', 'contact', 'sequence', 'rna', 'residue', 'enzyme', 'descriptor']","['motivation protein contact map describe pairwise spatial functional relationship residue protein contain key information protein structure prediction although study extensively remain challenge predict contact map use sequence information exist method predict contact map matrix element element ignore correlation among contact physical feasibility whole contact map couple recent method predict contact map base upon residue co evolution take consideration contact correlation enforce sparsity restraint method require large number sequence homologs protein consideration resultant contact map may still physically unfavorable result paper present novel method phycmap contact map prediction integrate evolutionary physical restraint machine learn integer linear program ilp evolutionary restraint include sequence profile residue co evolution context specific statistical potential physical restraint specify concrete relationship among contact sparsity restraint method greatly reduce solution space contact map matrix thus significantly improve prediction accuracy experimental result confirm phycmap outperforms currently popular method matter many sequence homologs available protein consideration phycmap predict contact within minute psiblast search sequence homologs do much faster two recent method psicov evfold see http raptorx uchicago edu web server', 'sequence base protein homology detection extensively study far sensitive method base upon comparison protein sequence profile derive multiple sequence alignment msa sequence homologs protein family sequence profile usually represent position specific score matrix pssm hmm hidden markov model accordingly pssm pssm hmm hmm comparison use homolog detection paper present new homology detection method mrfalign consist three key component markov random field mrf representation protein family score function measure similarity two mrfs efficient admm alternate direction method multiplier algorithm align two mrfs compare hmm model short range residue correlation mrfs model long range residue interaction pattern thus encode information global structure protein family consequently mrf mrf comparison remote homology detection shall much sensitive hmm hmm pssm pssm comparison experiment confirm mrfalign outperforms several popular hmm pssm base method term alignment accuracy remote homology detection mrfalign work particularly well mainly beta protein example test benchmark scop proteins homology detection pssm pssm hmm hmm succeed protein respectively superfamily level protein respectively fold level contrast mrfalign succeed protein superfamily fold level respectively study implies long range residue interaction pattern helpful sequence base homology detection software available download http raptorx uchicago edu download', 'accord cobanoglu et al murphy widely acknowledge single target paradigm one protein target one disease one drug dominant premise drug development recent past untenable often drug like compound ligand promiscuous interact one target protein recent year silico target prediction method promiscuity issue approach computationally different way study confine attention call ligand base target prediction machine learn approach commonly refer target fishing exception target fish approach currently ubiquitous cheminformatics literature essentially view single label multi classification scheme approach inherently bank single target paradigm assumption ligand home one specific target order address ligand promiscuity issue one might able cast target fish multi label multi class classification problem illustrative comparison purpose single label multi label naive bayes classification model denote smm mmm respectively target fishing implemented model construct tested compound target retrieve chembl database smm mmm perform differently test compound mmm model return recall precision value respectively correspond recall precision value yield smm model respectively however significance level one degree freedom mcnemar test perform target prediction result return smm mmm test ligand give chi square value favour mmm approach']",5196
36,36,36_gp_covariance function_gps_gaussian,"['gp', 'covariance function', 'gps', 'gaussian', 'gp regression', 'covariance', 'gaussian gp', 'sparse gp', 'eigenfunctions', 'gaussian regression']","['gaussian process gp bayesian non parametric model widely use probabilistic regression unfortunately cannot scale well large data perform real time prediction due cubic time cost data size paper present two parallel gp regression method exploit low rank covariance matrix approximation distribute computational load among parallel machine achieve time efficiency scalability theoretically guarantee predictive performance propose parallel gps equivalent centralize approximate gp regression method computation centralize counterpart distribute among parallel machine hence achieve great time efficiency scalability analytically compare property parallel gps time space communication complexity empirical evaluation two real world datasets cluster compute node show parallel gps significantly time efficient scalable centralize counterpart exact full gp achieve predictive performance comparable full gp', 'gaussian process gps provide probabilistic nonparametric representation function regression classification problem unfortunately exact learn gps intractable large datasets variety approximate gp method propose essentially map large dataset small set basis point among two state art method sparse pseudo input gaussian process spgp snelson ghahramani variablesigma gp vsgp walder et al generalize spgp allows basis point length scale however vsgp derive regression paper propose new sparse gp framework use expectation propagation directly approximate general gp likelihood use sparse smooth basis include spgp vsgp regression special case plus ep algorithm inherits ability process data online particular choice approximate family blur basis point gaussian distribution full covariance matrix represent data distribution around basis point result summarize local data manifold information small set basis point experiment demonstrate framework outperforms previous gp classification method benchmark datasets term minimize divergence non sparse gp solution well low misclassification rate', 'gaussian process gp bayesian non parametric model widely use probabilistic regression unfortunately cannot scale well large data perform real time prediction due cubic time cost data size paper present two parallel gp regression method exploit low rank covariance matrix approximation distribute computational load among parallel machine achieve time efficiency scalability theoretically guarantee predictive performance propose parallel gps equivalent centralize approximate gp regression method computation centralize counterpart distribute among parallel machine hence achieve great time efficiency scalability analytically compare property parallel gps time space communication complexity empirical evaluation two real world datasets cluster compute node show parallel gps significantly time efficient scalable centralize counterpart exact full gp achieve predictive performance comparable full gp']",5196
37,36,37_boost_adaboost_abc_logitboost,"['boost', 'adaboost', 'abc', 'logitboost', 'multi class', 'mart', 'class boost', 'margin', 'weak learner', 'abc logitboost']","['abc boost new line boost algorithms multi class classification utilize commonly use sum zero constraint implement abc boost base class must identify boost step prior study use expensive procedure base exhaustive search determine base class boost step good testing performance abc boost implement abc mart abc logitboost variety datasets report large datasets however exhaustive search strategy adopt prior abc boost algorithms prohibitive overcome serious limitation paper suggest heuristic introducing gap compute base class training update choice base class every g boost step e g prior study test idea large datasets covertype poker well datasets moderate size preliminary result encourage large datasets even g large essentially loss test accuracy moderate datasets obvious loss test accuracy observe g therefore aid heuristic promising abc boost practical tool accurate multi class classification', 'boost method combine set moderately accurate weaklearners form highly accurate predictor despite practical importance multi class boost receive far less attention binary counterpart work propose fully corrective multi class boost formulation directly solve multi class problem without divide multiple binary classification problem contrast previous multi class boost algorithm decompose multi boost problem multiple binary boosting problem explicitly derive lagrange dual primal optimization problem able construct column generation base fully corrective approach boost directly optimize multi class classification performance new approach update weak learner coefficient every iteration manner flexible enough accommodate various loss function regularization example enable u introduce structural sparsity mixed norm regularization promote group sparsity feature share boost shared feature particularly beneficial complex prediction problem feature expensive compute experiment various data set demonstrate direct multi class boosting generalize well good range compete multi class boost method end result highly effective compact ensemble classifier train distributed fashion', 'margin theory provide one popular explanation success texttt adaboost central point lie recognition textit margin key characterize performance texttt adaboost theory influential e g use argue texttt adaboost usually overfit since tends enlarge margin even train error reach zero previously textit minimum margin bound establish texttt adaboost however cite breiman point maximize minimum margin necessarily lead good generalization later cite reyzin schapire emphasize margin distribution rather minimum margin crucial performance texttt adaboost paper first present textit k th margin bound study relationship previous work minimum margin bound emargin bound improve previous empirical bernstein bound citep maurer pontil audibert munos szepesvari base finding defend margin base explanation breiman doubt prove new generalization error bound considers exactly factor cite schapire freund bartlett lee sharp cite breiman minimum margin bound incorporate factor average margin variance present generalization error bound heavily related whole margin distribution also provide margin distribution bound generalization error vote classifier finite vc dimension space']",5196
38,36,38_game_player_equilibrium_nash,"['game', 'player', 'equilibrium', 'nash', 'agent', 'nash equilibrium', 'fictitious', 'fictitious play', 'play', 'ne']","['consider problem distribute convergence efficient outcome coordination game dynamic base aspiration learn aspiration learn player continue play action long reward receive exceed specify aspiration level aspiration level fade memory average past reward level also subject occasional random perturbation player become dissatisfied whenever receive reward less aspiration level case player experiment probability proportional degree dissatisfaction first contribution characterization asymptotic behavior induce markov chain iterate process term equivalent finite state markov chain characterize explicitly behavior propose aspiration learn generalize version coordination game examples include network formation common pool game particular show generic coordination game frequency efficient action profile play make arbitrarily large although convergence efficient outcomes desirable several coordination game common pool game attainability fair outcome e sequence play player experience highly reward return frequency might also special interest end demonstrate analysis simulation aspiration learn also establish fair outcome symmetric coordination game include common pool game', 'consider problem find stationary nash equilibrium ne finite discount general sum stochastic game first generalize non linear optimization problem filar vrieze n player set break problem simpler sub problem ensure bellman error give state agent provide characterization solution point sub problem correspond nash equilibrium underlying game purpose derive set necessary sufficient sg sp stochastic game sub problem condition use condition develop two actor critic algorithm sgsp model base sgsp model free algorithm use critic estimate value function fix policy actor performs descent policy space use descent direction avoids local minimum establish algorithms converge self play equilibria certain ordinary differential equation ode whose stable limit point coincide stationary ne underlie general sum stochastic game single state non generic game see hart ma colell well synthetic two player game setup state establish sgsp consistently outperform nashq hu wellman ffq littman algorithm', 'several multiagent reinforcement learn marl algorithm propose optimize agent decision due complexity problem majority previously develop marl algorithm assume agent either knowledge underlying game nash equilibrium observe agent action reward receive introduce new marl algorithm call weighted policy learner wpl allow agent reach nash equilibrium ne benchmark player action game minimum knowledge use wpl feedback agent need local reward agent observe agent action reward furthermore wpl assume agent know underlying game correspond nash equilibrium priori experimentally show algorithm converges benchmark two player two action game also show algorithm converges challenge shapley game previous marl algorithms fail converge without know underlying game ne furthermore show wpl outperforms state art algorithm realistic setting agent interact learn concurrently important aspect understand behavior marl algorithm analyze dynamic algorithm policy multiple learn agent evolve time agent interact one another analysis verify whether agent use give marl algorithm eventually converge also reveal behavior marl algorithm prior convergence analyze algorithm two player two action game show symbolically prove wpls convergence difficult non linear nature wpls dynamic unlike previous marl algorithm either linear piece wise linear dynamic instead numerically solve wpls dynamic differential equation compare solution dynamic previous marl algorithms']",5196
39,36,39_hash_minwise_bit_minwise hash,"['hash', 'minwise', 'bit', 'minwise hash', 'hashing', 'hash function', 'bit minwise', 'lsh', 'minhash', 'neighbor search']","['minhash simhash two widely adopt locality sensitive hashing lsh algorithms large scale data processing application decide lsh use particular problem hand important question clear answer exist literature study provide theoretical answer validate experiment minhash virtually always outperform simhash data binary common practice search collision probability minhash function resemblance similarity mathcal r collision probability simhash function cosine similarity mathcal provide common basis comparison evaluate retrieval result term mathcal minhash simhash evaluation valid prove minhash valid lsh respect mathcal use general inequality mathcal leq mathcal r leq frac mathcal mathcal bad case analysis show minhash significantly outperform simhash high similarity region interestingly intensive experiment reveal minhash also substantially good simhash even datasets data point similar partly practical data often mathcal r geq frac mathcal z mathcal hold z slightly large e g z leq restrict bad case analysis assume frac mathcal z mathcal leq mathcal r leq frac mathcal mathcal show minhash indeed significantly outperform simhash even low similarity region believe result paper provide valuable guideline search practice especially data sparse', 'recently method b bit minwise hash applied large scale linear learn sublinear time near neighbor search major drawback minwise hash expensive preprocessing cost method require apply e g k permutation data test time also expensive new data point e g new document image process might significant issue user face application develop simple solution base one permutation hash conceptually give massive binary data matrix permute columns divide permute column evenly k bin simply store data vector small nonzero location bin interesting probability analysis validate experiment reveal one permutation scheme perform similarly original k permutation minwise hash fact one permutation scheme even slightly accurate due sample without replacement effect experiment train linear svm logistic regression webspam dataset demonstrate one permutation hash scheme achieve even slightly good accuracy compare original k permutation scheme test robustness method also experiment small news dataset sparse merely average nonzeros data vector interestingly one permutation scheme noticeably outperform k permutation scheme k small news dataset summary method achieve least accuracy original k permutation scheme merely k original preprocessing cost', 'embed image feature binary ham space improve speed accuracy large scale query example image retrieval system supervise hash aim map original feature compact binary code manner preserve label base similarity original data exist approach apply single form hash function optimization process typically deeply couple specific form tight couple restricts flexibility method result complex optimization problem difficult solve work proffer flexible yet simple framework able accommodate different type loss function hash function propose framework allow number exist approach hash place context simplifies development new problem specific hash method framework decompose two step binary code hash bit learn hash function learn first step typically formulate binary quadratic problem second step accomplish train standard binary classifier solve large scale binary code inference show ensure binary quadratic problem submodular efficient graph cut approach use achieve efficiency well efficacy large scale high dimensional data propose use boost decision tree hash function nonlinear highly descriptive fast train evaluate experiment demonstrate propose method significantly outperform state art method especially high dimensional data']",5196
40,35,40_brain_eeg_bci_subject,"['brain', 'eeg', 'bci', 'subject', 'fmri', 'decode', 'hrf', 'bmi', 'session', 'neuroimaging']","['brain signal variability measurement obtain different subject different session significantly deteriorate accuracy brain computer interface bci system moreover variability also know inter subject inter session variability require lengthy calibration session bci system use furthermore calibration session repeat subject independently use bci due inter session variability study present algorithm order minimize mention variability overcome time consume usually error prone calibration time algorithm base linear program support vector machine extension multiple kernel learn framework tackle inter subject session variability feature space classifier do incorporate subject session specific feature space much rich feature space set optimal decision boundary decision boundary represent subject session specific spatio temporal variability neural signal consequently single classifier multiple feature space generalize well new unseen test pattern even without calibration step demonstrate classifier maintain good performance even presence large degree bci variability present study analyze bci variability relate oxy hemoglobin neural signal measure use functional near infrared spectroscopy', 'performance neural decoder degrade time due nonstationarities relationship neuronal activity behavior case brain machine interface bmi require adaptation decoder maintain high performance across time one way achieve use periodical calibration phase bmi system external human demonstrator instructs user perform certain movement behavior approach two disadvantage calibration phase interrupt autonomous operation bmi ii two calibration phase bmi performance might stable continuously decrease well alternative would bmi decoder able continuously adapt unsupervised manner autonomous bmi operation e without know movement intention user present article present efficient method unsupervised train bmi system continuous movement control propose method utilize cost function derive neuronal recording guide learn algorithm evaluate decode parameter verify performance adaptive method simulate bmi user optimal feedback control model interaction adaptive bmi decoder simulation result show cost function algorithm yield fast precise trajectory towards target random orientation dimensional computer screen initially unknown non stationary tune parameter unsupervised method still able generate precise trajectory keep performance stable long term algorithm optionally work also neuronal error signal instead conjunction propose unsupervised adaptation', 'localize neuronal activity brain time space central challenge advance understand brain function inability single neuroimaging technique cover aspect grow interest combine signal multiple modality order benefit advantage acquisition method due complexity unknown parameterization suggest complete model bold response functional magnetic resonance image fmri development reliable ultimate fusion approach remain difficult besides primary goal superior temporal spatial resolution conjoint analysis data multiple image modality alternatively use segregate neural information physiological acquisition noise paper suggest novel methodology relies construct quantifiable mapping data one modality electroencephalography eeg another fmri call transmodal analysis neural signal transfusion transfusion attempt map neural data embed within eeg signal reflection fmri data assess mapping performance unseen data allows localize brain area significant portion signal could reliably reconstruct hence area neural activity reflect eeg fmri data consecutive analysis learnt model allow localize area associate specific frequency band eeg area functionally relate connected coherent give eeg sensor demonstrate performance transfusion artificial real data auditory experiment speculate possible alternative us cross modal data filter eeg drive interpolation fmri signal obtain arbitrarily high temporal sampling bold']",5196
